"OrderColecta"	"NSiembra"	"Origen"	"Raza"	"Estado"	"Num_Colecta"	"Nombre_comun"	"Raza_Primaria"	"Raza_Secundaria"	"Año._de_colecta"	"Localidad"	"Municipio"	"Estado.1"	"Longitud"	"Latitud"	"Altitud"	"Ruizetal2008_grupo"	"Sanchezetal_grupo"	"Categ.Altitud"	"Rbiogeo"	"DivFloristic"	"PeralesBiog"	"pca$eigenvect[, 1]"	"pca$eigenvect[, 2]"	"ColorByRaza"	"ColorByLong"	"ColorByLat"	"ColorByAlt"	"ColorByGpEc"	"ColorByTax"	"ColorByCategAlt"	"ColorByBiogeo"	"ColorByDivFloristic"	"ColorByPeralesBiog"
2	34	"INIFAP-2009-17"	"Cristalino de Chihuahua"	"Chihuahua"	"17"	"Ocho carreras y temporalero"	"Cristalino de Chihuahua"	NA	2009	"Guadalupe"	"Guerrero"	"Chihuahua"	-107.4748056	28.50283333	2034	"1A_templado540-640mm"	"Sierra de Chihuahua"	"high"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	0.0229622697887386	0.0615291300416497	"#00FF16FF"	"#A4FFFFFF"	"#FF93FFFF"	"#9DD500FF"	"turquoise"	"violetred"	"#FF0000FF"	"#007F57"	"gold"	"#00FFFFFF"
2	23	"Guerrero-2008-25"	"Conejo"	"Guerrero"	"25"	"Amarillo"	"Conejo"	NA	2008	"San Gabriel"	"Olinalá"	"Guerrero"	-98.74188889	17.77797222	1685	""	"Tropicales precoces"	"mid"	"Depresion del Balsas"	"Depresion del Balsas"	"Cordillera"	0.111766266558005	0.0588637885026991	"#6FFF00FF"	"#FFECFFFF"	"#B2FFFFFF"	"#E6E203FF"	"white"	"red2"	"#0000FFFF"	"#0066FFFF"	"#FF00FFFF"	"blue4"
2	54	"INIFAP-2009-220"	"Palomero de Chihuahua"	"Chihuahua"	"220"	"Maiz amarillo"	"Palomero de Chihuahua"	NA	2009	"Puerto Los Chiles"	"Balleza"	"Chihuahua"	-106.4436667	26.35983333	2769	""	"Cónico"	NA	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	0.111344151490976	0.0653092145054249	"#0016FFFF"	"#AFFFFFFF"	"#FFAFFFFF"	"#00A600FF"	"white"	"yellow2"	NA	"#007F57"	"gold"	"#00FFFFFF"
2	14	"Celaya-2009-118"	"Celaya"	"Guanajuato"	"2009-REPO-118"	"Maíz Criollo"	"Celaya"	NA	2009	"EjidoTuna Mansa"	"Silao"	"Guanajuato"	-101.4052778	21.00861111	1823	"2A_semicalido500-870mm y 1B_templado>650mm"	"Dentados tropicales"	"mid"	"Altiplano Sur (Zacatecano-Potosino)"	"Altiplanicie"	"Baj¡o"	-0.0986945010748542	0.0523423925818199	"#FFE900FF"	"#D2FFFFFF"	"#FFD7FFFF"	"#C8DF00FF"	"goldenrod"	"springgreen4"	"#0000FFFF"	"#FF9900FF"	"#FF0000FF"	"red"
1	37	"2009-150"	"Chalqueño"	"Estado de México"	"2009-150"	"Criollo Blanco"	"Chalqueño"	NA	2009	"San Lorenzo Oyamel"	"Temoaya"	"Estado de México"	-99.59527778	19.41808889	2595	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	0.0339708966404351	0.0495638700931753	"#F4FF00FF"	"#FAFFFFFF"	"#E7FFFFFF"	"#19AF00FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
2	25	"INIFAP-2009-4"	"Cónico Norteño"	"Chihuahua"	"4"	"Tulancingo blanco"	"Cónico Norteño"	NA	2009	"Bustillos"	"Cuauhtemoc"	"Chihuahua"	-106.6291111	28.49488889	2010	"1B_templado>650mm"	"Cónico"	"high"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	0.104692235338391	0.0588063318771068	"#2CFF00FF"	"#ADFFFFFF"	"#FF96FFFF"	"#A5D700FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#007F57"	"gold"	"#00FFFFFF"
1	55	"2009-81"	"Elotes Cónicos"	"Estado de México"	"2009-081"	"Negro"	"Elotes Cónicos"	NA	2009	"San Diego Suchitepec"	"Villa  Victoria"	"Estado de México"	-100.0255556	19.49083333	2576	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	0.0344126476745292	0.0577378245824366	"#00FFBCFF"	"#E8FFFFFF"	"#ECFFFFFF"	"#24B300FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
2	40	"Chis-2009-31"	"Dzit-Bacal"	"Chiapas"	"Repetida 31"	"Maíz olotillo"	"Dzit-Bacal"	NA	2009	"Ejido El Parral"	"Villacorzo"	"Chiapas"	-93.00194444	16.36402778	654	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Chiapas"	0.0370120347444719	-0.119908383576846	"#00FF7AFF"	"#FFA4FFFF"	"#A2FFFFFF"	"#EBB165FF"	"red"	"cyan"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"#0000FFFF"
1	29	"2009-235"	"Ancho"	"Estado de México"	"2009-235"	"Ancho Amarillo"	"Ancho"	NA	2009	"Carretera San Juan Tepeoculco"	"Atlautla"	"Estado de México"	-98.77861111	18.9975	2226	"4_Jala"	"Ocho Hileras"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	0.0996385071029992	0.0448234342992667	"#FF0000FF"	"#FFF1FFFF"	"#C2FFFFFF"	"#57C200FF"	"darkred"	"mediumblue"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	60	"2009-6"	"Cónico"	"Tlaxcala"	"6"	"Amarillo Criollo"	"Cónico"	NA	2008	"El  Carmen Tequexquitla"	"El  Carmen Tequexquitla"	"Tlaxcala"	-97.65222222	19.31916667	2358	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Altiplanicie"	"Mesa Centra"	-0.01445711084065	-0.0543197657747711	"#4EFF00FF"	"#FFB7FFFF"	"#DAFFFFFF"	"#4EC000FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"#FF0000FF"	"green3"
1	44	"2009-78"	"Cónico"	"Estado de México"	"2009-078"	"Amarillo"	"Cónico"	NA	2009	"El Espinal"	"Villa  Victoria"	"Estado de México"	-100.0627778	19.46055556	2605	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	0.00189988777406081	-0.229831536762021	"#4EFF00FF"	"#E7FFFFFF"	"#E8FFFFFF"	"#14AD00FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	74	"2009-81"	"Elotes Cónicos"	"Hidalgo"	"81"	"Maíz negro"	"Elotes Cónicos"	NA	2009	"Ranchería Chichicaxtle"	"Agua Blanca"	"Hidalgo"	-98.37388889	20.35888889	2104	""	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	0.0525168842457743	-0.0761958874080064	"#00FFBCFF"	"#FFDAFFFF"	"#FFE3FFFF"	"#7DCD00FF"	"white"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	89	"2007-31"	"Elotero de Sinaloa"	"Sinaloa"	"SIN-2007-031"	"Negro  "	"Elotero de Sinaloa"	NA	2007	"La Guayanera"	"Concordia"	"Sinaloa"	-105.8916667	23.40611111	929	""	"Chapalote"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Sierras del"	-0.0221045470558743	-0.0364537029948495	"#00FF9BFF"	"#B7FFFFFF"	"#FFC0FFFF"	"#EAB454FF"	"white"	"orangered3"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"gold"
1	64	"2009-159"	"Cacahuacintle"	"Tlaxcala"	"159"	"Azul"	"Cacahuacintle"	NA	2009	"Atotonilco, a 5 km hacia el este"	"Tlaxco"	"Tlaxcala"	-98.05666667	19.59972222	2745	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Altiplanicie"	"Mesa Centra"	0.0120608515372805	-0.186275750711281	"#FFC800FF"	"#FFCBFFFF"	"#F1FFFFFF"	"#02A700FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"#FF0000FF"	"green3"
1	83	"2009-135"	"Nal-tel de Altura"	"Chiapas"	"135"	"Morado"	"Nal-tel de Altura"	NA	2009	"Guayamuses"	"Independencia"	"Chiapas"	-91.97688889	16.23319444	1551	"3A_muycalido990-1360mm"	"Dentados tropicales"	"mid"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	-0.106171489564495	0.0475766627813733	"#009BFFFF"	"#FF85FFFF"	"#9BFFFFFF"	"#E7D217FF"	"red"	"springgreen4"	"#0000FFFF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
1	75	"2009-87"	"Elotes Cónicos"	"Hidalgo"	"87"	"Negro"	"Elotes Cónicos"	NA	2009	"Calabazas, Prinera Sección"	"Agua Blanca"	"Hidalgo"	-98.37555556	20.35472222	2081	""	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	0.0971604323364019	0.0625608689704524	"#00FFBCFF"	"#FFDCFFFF"	"#FFE5FFFF"	"#84CE00FF"	"white"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	92	"2008-45"	"Gordo"	"Sonora"	"SON2007-084"	"Maíz Blando"	"Gordo"	NA	2008	"Mesa de Tres Ríos"	"Nácori Chico"	"Sonora"	-108.7097222	29.84027778	1880	"1A_templado540-640mm"	"Sierra de Chihuahua"	"mid"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"BC y Noroes"	0.0418868724428072	-0.0568956541402536	"#00FFFFFF"	"#94FFFFFF"	"#FF81FFFF"	"#B1D900FF"	"turquoise"	"violetred"	"#0000FFFF"	"#007F57"	"gold"	"darkorange2"
1	69	"2009-85"	"Cacahuacintle"	"Hidalgo"	"85"	"Cachuacintle"	"Cacahuacintle"	NA	2009	"Loma Ancha"	"Agua Blanca"	"Hidalgo"	-98.43111111	20.33916667	2133	"1B_templado>650mm"	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.0797826298616154	0.058159150225082	"#FFC800FF"	"#FFE3FFFF"	"#FFE7FFFF"	"#72CA00FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	84	"2009-136"	"Nal-tel de Altura"	"Chiapas"	"136"	"Pinto"	"Nal-tel de Altura"	NA	2009	"Campamento"	"Independencia"	"Chiapas"	-91.91638944	16.21563917	1552	"3A_muycalido990-1360mm"	"Dentados tropicales"	"mid"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	-0.108268014937644	0.0618224300967422	"#009BFFFF"	"#FF80FFFF"	"#98FFFFFF"	"#E7D514FF"	"red"	"springgreen4"	"#0000FFFF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
1	76	"2009-136"	"Olotillo"	"Hidalgo"	"136"	"Criollo blanco o pilchipahuak"	"Olotillo"	NA	2009	"Ixtlahuatempa"	"Huejutla"	"Hidalgo"	-98.43611111	21.13333333	225	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Golfo de Mexico"	"Costa del Golfo de Mexico"	"Planicies d"	-0.0740027533288369	0.0118235522004152	"#007AFFFF"	"#FFE5FFFF"	"#FFCEFFFF"	"#EFC1B2FF"	"red"	"cyan"	"#00FF00FF"	"#CC00FFFF"	"#00FFFFFF"	"#B8095F"
2	97	"Pue-2009-731"	"Arrocillo"	"Puebla"	"731"	"Maíz negro"	"Arrocillo"	NA	2010	"Foxcoatzingo"	"Zacatlán"	"Puebla"	-97.97941667	19.95577778	2104	"1C_templado>1000mm"	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.0926297758816837	0.04318183688131	"#FF4300FF"	"#FFC0FFFF"	"#FFFAFFFF"	"#7DCD00FF"	"mediumturquoise"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	70	"2009-111"	"Chalqueño"	"Hidalgo"	"111"	"Criollo mejorado"	"Chalqueño"	NA	2009	"Rancho San Antonio Texas"	"Metepec"	"Hidalgo"	-98.33722222	20.22138889	2068	""	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.0608059954100736	-0.141028186702832	"#F4FF00FF"	"#FFD7FFFF"	"#FFEEFFFF"	"#8ED100FF"	"white"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	85	"2009-192"	"Olotón"	"Chiapas"	"192"	"Criollo amarillo"	"Olotón"	NA	2009	"Ejido Benito Juárez"	"Motozintla"	"Chiapas"	-92.3145	15.36608333	2057	"1C_templado>1000mm"	"Maduración tardía"	"high"	"Soconusco"	"Serranias Transismicas"	"Chiapas"	-0.0491618688257087	-0.0894561064696563	"#0059FFFF"	"#FF94FFFF"	"#88FFFFFF"	"#96D300FF"	"mediumturquoise"	"cyan"	"#FF0000FF"	"#0068C5"	"#B8095F"	"#0000FFFF"
1	77	"2009-152"	"Olotillo"	"Hidalgo"	"152"	"Maíz blanco hueyi chipahuak"	"Olotillo"	NA	2006	"Tenexco I"	"Atlapexco"	"Hidalgo"	-98.34638889	21.06388889	194	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Golfo de Mexico"	"Costa del Golfo de Mexico"	"Planicies d"	0.0179260079186811	-0.0400579849617826	"#007AFFFF"	"#FFD9FFFF"	"#FFD5FFFF"	"#F0CEC7FF"	"red"	"cyan"	"#00FF00FF"	"#CC00FFFF"	"#00FFFFFF"	"#B8095F"
1	71	"2009-112"	"Chalqueño"	"Hidalgo"	"112"	"Criollo blanco"	"Chalqueño"	NA	2009	"San Juan Hueyapan"	"Cuautepec de Hinojosa"	"Hidalgo"	-98.28055556	20.02972222	2136	""	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	0.0528689029730902	0.023990744533376	"#F4FF00FF"	"#FFD2FFFF"	"#FFF3FFFF"	"#6FC900FF"	"white"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	86	"2009-197"	"Olotón"	"Chiapas"	"197"	"Maíz amarillo"	"Olotón"	NA	2009	"Barrio Tenan"	"Motozintla"	"Chiapas"	-92.29358333	15.36011111	1828	"1C_templado>1000mm"	"Maduración tardía"	"mid"	"Soconusco"	"Serranias Transismicas"	"Chiapas"	-0.102974075566808	0.05114300307305	"#0059FFFF"	"#FF93FFFF"	"#86FFFFFF"	"#C4DE00FF"	"mediumturquoise"	"cyan"	"#0000FFFF"	"#0068C5"	"#B8095F"	"#0000FFFF"
1	78	"2009-18"	"Olotillo"	"Chiapas"	"18"	"Olotillo crema"	"Olotillo"	NA	2009	"Nuevo Vicente Guerrero"	"Villacorzo"	"Chiapas"	-92.97972222	16.03225	618	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Costa del Pacifico"	"Serranias Transismicas"	"Chiapas"	-0.0672837943063295	-0.0354768991528419	"#007AFFFF"	"#FFA2FFFF"	"#8CFFFFFF"	"#EBB16CFF"	"red"	"cyan"	"#00FF00FF"	"#00FF66FF"	"#B8095F"	"#0000FFFF"
1	102	"2009-73"	"Elotes Cónicos"	"Hidalgo"	"73"	"Xocoyul"	"Elotes Cónicos"	NA	2009	"Ranchería Potrero de Monroy"	"Agua Blanca"	"Hidalgo"	-98.38333333	20.3975	1698	""	"Cónico"	"mid"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Planicies d"	-0.105522416026782	0.0645884827581777	"#00FFBCFF"	"#FFE0FFFF"	"#FFE0FFFF"	"#E6E600FF"	"white"	"yellow2"	"#0000FFFF"	"#007D99"	"blue4"	"#B8095F"
1	73	"2009-105"	"Cónico"	"Hidalgo"	"105"	"Blanco"	"Cónico"	NA	2009	"Nopalillo"	"Metepec"	"Hidalgo"	-98.29111111	20.24333333	2144	"1B_templado>650mm"	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	0.107230870468759	0.0597397496132839	"#4EFF00FF"	"#FFD3FFFF"	"#FFECFFFF"	"#68C700FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	88	"2007-26"	"Elotero de Sinaloa"	"Sinaloa"	"SIN-2007-026"	"Maíz negro"	"Elotero de Sinaloa"	NA	2007	"Santa Catarina"	"Concordia"	"Sinaloa"	-106.0816667	23.43083333	209	""	"Chapalote"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Sierras del"	0.104497708735332	0.0489078981542249	"#00FF9BFF"	"#B4FFFFFF"	"#FFBEFFFF"	"#EFC5B9FF"	"white"	"orangered3"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"gold"
1	79	"2009-31"	"Olotillo"	"Chiapas"	"31"	"Maíz olotillo"	"Olotillo"	NA	2009	"Ejido El Parral"	"Villacorzo"	"Chiapas"	-93.00194444	16.36402778	654	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Chiapas"	-0.0422912790690711	-0.0215937169479052	"#007AFFFF"	"#FFA4FFFF"	"#A2FFFFFF"	"#EBB165FF"	"red"	"cyan"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"#0000FFFF"
1	106	"2009-61"	"Pepitilla"	"Estado de México"	"2009-061"	"Ancho Amarillo"	"Pepitilla"	NA	2009	"El Peñón"	"Temascaltepec"	"Estado de México"	-100.1083333	19.04388889	1779	"2C_semicalido740-855mm"	"Dentados tropicales"	"mid"	"Eje Volcanico"	"Depresion del Balsas"	"Cordillera"	-0.0944528483725418	0.0510728421022481	"#2C00FFFF"	"#E5FFFFFF"	"#C4FFFFFF"	"#D5E200FF"	"yellow3"	"springgreen4"	"#0000FFFF"	"#3300FFFF"	"#FF00FFFF"	"blue4"
